Plant,Region,State,Product,Industry,Month,Year,Production_Volume_Tons,Sales_Volume_Tons,Revenue_INR,Production_Cost_INR,Profit_INR,Customer_Count,Delivery_Time_Days,Customer_Satisfaction,Plant_Efficiency_Percent
Vadodara,West,Gujarat,Argon,Pharmaceutical,Jul,2025,667,654,1383864,1006347,377517,96,8,7.17,81.98
Vadodara,West,Gujarat,Argon,Food & Beverage,Feb,2023,1788,1727,3877115,2910640,966475,333,3,8.28,81.99
Vadodara,West,Gujarat,Helium,Steel,Jan,2022,3073,2865,10136370,6243852,3892518,126,1,9.88,83.71
Vadodara,West,Gujarat,Nitrogen,Pharmaceutical,Jan,2023,2545,2250,4569750,2679555,1890195,300,8,8.01,93.46
Bengaluru,South,Karnataka,Oxygen,Electronics,Jun,2025,911,883,2664894,2021351,643543,364,6,9.12,76.3
Chennai,South,Tamil Nadu,Oxygen,Healthcare,Jun,2023,4317,4205,17341420,13031914,4309506,450,3,7.99,89.3
Jamshedpur,East,Jharkhand,Oxygen,Pharmaceutical,Jun,2022,3454,3286,9706844,6112483,3594361,183,10,9.07,98.43
Hazira,West,Gujarat,Carbon Dioxide,Healthcare,Jan,2025,1193,1141,4397414,2991511,1405903,128,1,8.83,85.7
Vadodara,West,Gujarat,Argon,Food & Beverage,Jan,2024,4790,3922,9201012,6638901,2562111,445,8,7.91,79.23
Jamshedpur,East,Jharkhand,Oxygen,Chemical,Jul,2025,3957,3356,13105180,7704648,5400532,252,7,7.5,76.92
Dahej,West,Gujarat,Helium,Steel,May,2025,3448,2987,10938394,7198626,3739768,269,1,9.6,78.03
Vadodara,West,Gujarat,Hydrogen,Food & Beverage,Jul,2023,1325,1159,2691198,1741441,949757,461,9,7.16,78.73
Jamshedpur,East,Jharkhand,Oxygen,Pharmaceutical,Aug,2023,3586,2953,5923718,4855875,1067843,349,6,7.46,96.07
Hazira,West,Gujarat,Nitrogen,Healthcare,Feb,2022,910,823,2341435,1630311,711124,99,3,7.41,85.76
Hyderabad,South,Telangana,Nitrogen,Electronics,May,2022,4717,4478,15610308,12275327,3334981,79,4,7.82,94.23
Jamshedpur,East,Jharkhand,Oxygen,Electronics,Feb,2022,1746,1606,2940586,2458778,481808,67,6,7.17,88.91
Hazira,West,Gujarat,Helium,Food & Beverage,Jan,2024,3638,3136,11142208,6291245,4850963,65,7,8.25,88.51
Jamshedpur,East,Jharkhand,Carbon Dioxide,Food & Beverage,Feb,2024,669,572,1030172,655281,374891,450,5,7.81,79.72
Pune,West,Maharashtra,Carbon Dioxide,Electronics,Apr,2024,1647,1358,2642668,1896979,745689,311,9,9.05,78.87
Dahej,West,Gujarat,Nitrogen,Electronics,Sep,2024,2611,2185,4487990,2969401,1518589,414,2,8.44,88.1
Vadodara,West,Gujarat,Carbon Dioxide,Healthcare,Mar,2023,2195,1924,7176520,5898159,1278361,444,4,8.98,93.81
Chennai,South,Tamil Nadu,Oxygen,Steel,Apr,2025,4560,3923,14966245,10642993,4323252,359,10,7.21,93.71
Chennai,South,Tamil Nadu,Carbon Dioxide,Healthcare,Jul,2023,1082,985,1905975,1296341,609634,108,9,8.67,90.29
Vadodara,West,Gujarat,Argon,Pharmaceutical,Oct,2025,2641,2440,8574160,6939757,1634403,263,6,8.11,86.89
Bengaluru,South,Karnataka,Argon,Food & Beverage,Jul,2022,1637,1556,6360928,4651210,1709718,57,9,8.97,78.58
Jamshedpur,East,Jharkhand,Hydrogen,Pharmaceutical,Aug,2022,4635,4023,12149460,9879084,2270376,264,4,9.9,81.0
Bengaluru,South,Karnataka,Carbon Dioxide,Healthcare,Mar,2024,3624,3129,9446451,6624581,2821870,497,10,9.71,87.17
Chennai,South,Tamil Nadu,Hydrogen,Healthcare,Jul,2022,2704,2293,9405886,5748805,3657081,260,4,9.53,95.97
Dahej,West,Gujarat,Nitrogen,Steel,Feb,2022,2289,2071,7269210,5230431,2038779,406,1,8.27,88.23
Jamshedpur,East,Jharkhand,Oxygen,Healthcare,Mar,2025,1157,934,1713890,1012969,700921,268,3,7.27,91.3
Pune,West,Maharashtra,Carbon Dioxide,Pharmaceutical,Jun,2023,1771,1692,4690224,3618346,1071878,306,1,9.78,79.5
Pune,West,Maharashtra,Hydrogen,Healthcare,Dec,2025,2453,2063,5755770,4087448,1668322,213,9,8.32,96.51
Chennai,South,Tamil Nadu,Argon,Steel,Jul,2024,1235,1210,3897410,2521438,1375972,468,9,8.67,94.45
Pune,West,Maharashtra,Argon,Healthcare,Nov,2025,3259,2889,8412768,6713297,1699471,383,5,9.48,84.19
Dahej,West,Gujarat,Carbon Dioxide,Chemical,Mar,2023,2777,2274,6796986,5457170,1339816,448,10,7.48,91.46
Dahej,West,Gujarat,Oxygen,Pharmaceutical,Jul,2025,2498,2419,8074622,5302305,2772317,161,9,9.05,86.68
Dahej,West,Gujarat,Hydrogen,Food & Beverage,Mar,2025,3456,3388,10218208,7261805,2956403,348,2,7.1,82.85
Hazira,West,Gujarat,Carbon Dioxide,Electronics,Dec,2024,2382,2057,6057865,5062927,994938,274,2,8.21,83.99
Hyderabad,South,Telangana,Argon,Steel,Aug,2023,2415,2202,8896080,6869495,2026585,279,6,7.32,95.75
Pune,West,Maharashtra,Hydrogen,Electronics,May,2022,1811,1724,6694292,5148699,1545593,313,9,8.74,78.84
Hyderabad,South,Telangana,Carbon Dioxide,Healthcare,Jul,2022,4313,4223,17001798,9595814,7405984,281,6,7.71,92.41
Jamshedpur,East,Jharkhand,Hydrogen,Steel,Sep,2025,2618,2485,4873085,3359487,1513598,113,2,8.74,94.77
Jamshedpur,East,Jharkhand,Nitrogen,Pharmaceutical,Apr,2025,1550,1361,5313344,4109518,1203826,434,9,7.47,93.88
Pune,West,Maharashtra,Nitrogen,Electronics,Jul,2022,3703,3258,7265340,6153282,1112058,334,7,7.46,81.71
Dahej,West,Gujarat,Nitrogen,Healthcare,Feb,2025,1744,1403,4190761,3245346,945415,478,3,9.64,91.48
Chennai,South,Tamil Nadu,Hydrogen,Electronics,Feb,2022,746,726,1511532,1246807,264725,267,8,9.14,94.28
Hazira,West,Gujarat,Argon,Pharmaceutical,Sep,2022,4617,3713,7775022,4396322,3378700,112,2,8.24,94.93
Chennai,South,Tamil Nadu,Helium,Chemical,Apr,2024,3132,2907,9889614,8273716,1615898,326,5,9.27,93.58
Vadodara,West,Gujarat,Carbon Dioxide,Pharmaceutical,Jun,2024,637,531,1637604,1366720,270884,451,10,8.44,80.68
Hazira,West,Gujarat,Argon,Steel,May,2025,4882,4099,7595447,6374577,1220870,117,8,8.13,76.98
Bengaluru,South,Karnataka,Argon,Electronics,Jan,2024,1214,1028,1885352,1136511,748841,269,3,9.41,81.75
Chennai,South,Tamil Nadu,Helium,Steel,Dec,2025,2985,2447,6093030,3424838,2668192,143,8,9.16,81.12
Jamshedpur,East,Jharkhand,Hydrogen,Electronics,May,2025,2854,2495,7859250,6415001,1444249,247,2,8.57,86.4
Vadodara,West,Gujarat,Argon,Healthcare,Oct,2024,4323,4071,14492760,10009779,4482981,358,6,7.64,85.84
Bengaluru,South,Karnataka,Hydrogen,Chemical,Jun,2023,3874,3679,14708642,10170072,4538570,153,4,7.32,80.34
Vadodara,West,Gujarat,Carbon Dioxide,Healthcare,Aug,2022,1087,958,3417186,1988839,1428347,489,10,7.77,79.29
Pune,West,Maharashtra,Hydrogen,Pharmaceutical,May,2024,4982,4524,10169952,6777407,3392545,101,9,9.01,83.45
Hazira,West,Gujarat,Argon,Electronics,May,2023,3682,3254,12980206,8568503,4411703,176,10,9.1,85.63
Dahej,West,Gujarat,Hydrogen,Chemical,Oct,2025,1868,1814,4344530,2557656,1786874,132,10,8.99,80.62
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,Nov,2025,4099,3419,6239675,4200367,2039308,64,3,8.4,81.64
Chennai,South,Tamil Nadu,Argon,Chemical,Jun,2025,1536,1376,3127648,2503335,624313,327,9,8.23,80.96
Dahej,West,Gujarat,Oxygen,Food & Beverage,Sep,2023,3430,3159,6861348,5263466,1597882,325,4,8.04,98.56
Hazira,West,Gujarat,Hydrogen,Healthcare,Jan,2023,1246,1149,3070128,2045746,1024382,82,6,9.78,75.43
Chennai,South,Tamil Nadu,Argon,Electronics,Oct,2023,1477,1302,3055794,2032190,1023604,345,10,7.21,91.25
Vadodara,West,Gujarat,Argon,Pharmaceutical,Nov,2023,3257,2731,6639061,3711168,2927893,263,8,7.75,77.95
Jamshedpur,East,Jharkhand,Helium,Chemical,Apr,2024,2679,2152,4489072,3138948,1350124,217,9,8.11,84.02
Bengaluru,South,Karnataka,Oxygen,Steel,Jun,2022,2578,2383,9841790,7345464,2496326,65,9,9.18,91.07
Pune,West,Maharashtra,Oxygen,Chemical,Oct,2023,4065,3293,6250114,3865113,2385001,442,6,8.48,81.79
Vadodara,West,Gujarat,Nitrogen,Chemical,Aug,2023,4208,3784,15798200,12189242,3608958,427,8,9.71,88.63
Bengaluru,South,Karnataka,Oxygen,Pharmaceutical,Jun,2024,1422,1204,4293464,2370384,1923080,473,10,8.96,97.25
Chennai,South,Tamil Nadu,Oxygen,Healthcare,Jun,2025,4009,3317,13646138,10888710,2757428,102,6,7.93,79.87
Vadodara,West,Gujarat,Oxygen,Steel,Mar,2022,3590,3125,11790625,9959983,1830642,174,1,9.31,75.66
Vadodara,West,Gujarat,Oxygen,Chemical,Mar,2023,1056,898,3084630,2025751,1058879,318,2,7.76,80.85
Pune,West,Maharashtra,Carbon Dioxide,Chemical,Nov,2024,519,506,1409210,1181267,227943,497,7,9.6,75.75
Chennai,South,Tamil Nadu,Hydrogen,Healthcare,Oct,2023,562,453,1125705,747450,378255,311,4,8.77,79.11
Bengaluru,South,Karnataka,Nitrogen,Food & Beverage,Jun,2023,2263,2181,4501584,3680247,821337,332,6,9.18,86.55
Hyderabad,South,Telangana,Nitrogen,Steel,Feb,2024,884,751,2388931,1739227,649704,406,2,7.32,97.98
Chennai,South,Tamil Nadu,Oxygen,Healthcare,Oct,2024,1189,1076,3333448,2593252,740196,66,4,9.4,92.67
Vadodara,West,Gujarat,Helium,Food & Beverage,Jan,2025,2170,1970,7921370,6033386,1887984,373,2,7.28,89.64
Jamshedpur,East,Jharkhand,Carbon Dioxide,Food & Beverage,Aug,2023,1357,1117,4389810,2988369,1401441,168,4,7.32,83.29
Pune,West,Maharashtra,Argon,Chemical,Mar,2025,998,904,3658488,2877328,781160,215,10,8.1,95.23
Vadodara,West,Gujarat,Helium,Electronics,Jul,2024,3142,2951,7309627,5286265,2023362,222,3,9.08,81.56
Jamshedpur,East,Jharkhand,Argon,Steel,Sep,2025,2368,1904,5498752,4650308,848444,498,5,8.13,93.68
Jamshedpur,East,Jharkhand,Carbon Dioxide,Pharmaceutical,Sep,2024,1809,1675,4140600,3515169,625431,415,10,9.22,97.34
Pune,West,Maharashtra,Nitrogen,Steel,Aug,2022,3260,3097,7634105,6066913,1567192,489,9,7.15,88.18
Chennai,South,Tamil Nadu,Argon,Steel,Dec,2022,2037,1963,6597643,4822263,1775380,348,3,9.24,93.65
Vadodara,West,Gujarat,Nitrogen,Healthcare,Sep,2023,1164,934,2182758,1736244,446514,496,4,9.23,89.72
Hazira,West,Gujarat,Oxygen,Chemical,May,2023,1864,1748,6579472,4909701,1669771,218,10,9.04,93.62
Jamshedpur,East,Jharkhand,Helium,Chemical,Sep,2022,4264,3717,11924136,6903035,5021101,486,10,9.59,83.57
Hyderabad,South,Telangana,Oxygen,Electronics,Jul,2022,1141,984,2285832,1575534,710298,120,6,7.15,97.31
Pune,West,Maharashtra,Carbon Dioxide,Electronics,Feb,2025,934,775,2697000,1749470,947530,481,9,7.57,90.34
Pune,West,Maharashtra,Nitrogen,Steel,Sep,2023,1663,1507,4646081,3499287,1146794,386,10,9.25,96.75
Vadodara,West,Gujarat,Hydrogen,Chemical,Feb,2022,964,796,2132484,1536692,595792,84,3,8.04,96.3
Hazira,West,Gujarat,Oxygen,Steel,Sep,2025,3806,3302,13468858,8322949,5145909,447,3,8.22,93.18
Chennai,South,Tamil Nadu,Hydrogen,Chemical,May,2022,3493,3060,12845880,9464227,3381653,267,2,7.39,75.52
Pune,West,Maharashtra,Hydrogen,Food & Beverage,Feb,2025,931,826,3300696,2637535,663161,309,5,8.72,86.33
Dahej,West,Gujarat,Hydrogen,Food & Beverage,Jan,2024,3280,3222,10796922,7478395,3318527,223,7,9.03,79.23
Hyderabad,South,Telangana,Oxygen,Pharmaceutical,Jul,2023,3689,3111,9046788,7643251,1403537,467,5,8.24,81.09
Dahej,West,Gujarat,Hydrogen,Pharmaceutical,Feb,2023,3132,2624,7084800,4644932,2439868,279,3,8.44,83.04
Chennai,South,Tamil Nadu,Hydrogen,Healthcare,Aug,2025,4616,3780,14511420,9487324,5024096,304,4,8.0,95.61
Vadodara,West,Gujarat,Carbon Dioxide,Chemical,Jun,2023,3943,3841,9402768,7915972,1486796,361,7,7.78,75.17
Dahej,West,Gujarat,Oxygen,Electronics,Mar,2024,3727,3522,8959968,4965180,3994788,274,7,9.43,91.76
Vadodara,West,Gujarat,Carbon Dioxide,Pharmaceutical,Feb,2023,2863,2319,7951851,5224530,2727321,362,8,7.95,77.02
Dahej,West,Gujarat,Oxygen,Healthcare,Jun,2022,2200,2109,7181145,3963244,3217901,103,5,9.56,82.3
Vadodara,West,Gujarat,Oxygen,Food & Beverage,Mar,2025,1151,980,3086020,2509900,576120,277,9,7.76,87.68
Hazira,West,Gujarat,Argon,Pharmaceutical,Jul,2025,3026,2777,10335994,7996188,2339806,87,7,9.44,93.37
Hyderabad,South,Telangana,Helium,Pharmaceutical,Apr,2023,2213,1930,6253200,4607187,1646013,113,6,8.68,78.22
Chennai,South,Tamil Nadu,Hydrogen,Healthcare,Nov,2025,1075,865,2753295,2046841,706454,237,1,8.05,83.79
Pune,West,Maharashtra,Nitrogen,Pharmaceutical,Apr,2023,2382,2317,6204926,3426219,2778707,439,6,8.3,87.79
Bengaluru,South,Karnataka,Hydrogen,Pharmaceutical,Oct,2024,2046,1846,5726292,3233915,2492377,258,2,9.47,81.13
Bengaluru,South,Karnataka,Carbon Dioxide,Pharmaceutical,May,2025,1982,1854,4431060,2685997,1745063,383,5,8.22,91.97
Pune,West,Maharashtra,Nitrogen,Electronics,Dec,2023,2902,2626,7678424,4550874,3127550,433,2,8.55,91.61
Chennai,South,Tamil Nadu,Oxygen,Steel,Dec,2023,2853,2668,9759544,7267412,2492132,203,3,8.51,76.35
Chennai,South,Tamil Nadu,Hydrogen,Pharmaceutical,Feb,2025,591,520,1323400,900517,422883,332,10,8.88,95.84
Bengaluru,South,Karnataka,Helium,Pharmaceutical,Sep,2024,4486,3946,8420764,7025730,1395034,112,4,8.69,94.68
Jamshedpur,East,Jharkhand,Oxygen,Healthcare,Aug,2025,4968,4227,14312622,12045208,2267414,153,10,8.33,95.51
Hazira,West,Gujarat,Carbon Dioxide,Healthcare,Oct,2024,4868,4123,8505749,6786749,1719000,138,4,8.71,90.75
Pune,West,Maharashtra,Helium,Chemical,Mar,2025,3797,3442,11282876,7971117,3311759,140,7,7.34,83.73
Dahej,West,Gujarat,Carbon Dioxide,Food & Beverage,Jun,2022,1252,1221,5017089,3761260,1255829,280,7,9.56,86.06
Chennai,South,Tamil Nadu,Nitrogen,Chemical,May,2022,4366,3522,6350166,5111663,1238503,404,6,8.7,87.82
Chennai,South,Tamil Nadu,Hydrogen,Food & Beverage,Jan,2025,504,416,1422304,1116878,305426,183,4,8.13,89.88
Chennai,South,Tamil Nadu,Hydrogen,Food & Beverage,May,2025,1014,909,3804165,2697830,1106335,182,4,7.36,78.01
Hazira,West,Gujarat,Oxygen,Electronics,Oct,2024,2726,2233,5591432,4376607,1214825,318,5,9.02,92.4
Dahej,West,Gujarat,Nitrogen,Steel,Jan,2023,1402,1382,3311272,2277592,1033680,122,6,7.71,77.73
Jamshedpur,East,Jharkhand,Helium,Chemical,Jun,2024,1909,1832,5897208,4732957,1164251,314,10,7.45,87.6
Hyderabad,South,Telangana,Argon,Chemical,Jul,2022,1495,1353,3527271,2002083,1525188,172,3,8.88,78.16
Bengaluru,South,Karnataka,Hydrogen,Steel,Jan,2024,3112,2685,10608435,6226791,4381644,305,9,7.02,97.54
Hazira,West,Gujarat,Helium,Chemical,Apr,2023,2086,1745,6557710,5317931,1239779,241,2,9.07,80.11
Vadodara,West,Gujarat,Hydrogen,Chemical,Jul,2023,4296,3793,15065796,10165203,4900593,198,2,8.92,78.47
Hazira,West,Gujarat,Helium,Healthcare,Mar,2025,3839,3156,12033828,10222208,1811620,280,6,8.47,98.47
Jamshedpur,East,Jharkhand,Nitrogen,Steel,Mar,2024,2075,1677,3764865,2655428,1109437,76,3,8.36,79.84
Hyderabad,South,Telangana,Argon,Healthcare,Oct,2023,1148,993,3755526,2549689,1205837,105,1,9.62,92.52
Bengaluru,South,Karnataka,Helium,Food & Beverage,May,2024,4474,3930,8960400,5826599,3133801,127,6,8.83,78.59
Hyderabad,South,Telangana,Nitrogen,Steel,Mar,2022,1986,1899,5243139,3372421,1870718,354,1,8.19,89.65
Vadodara,West,Gujarat,Oxygen,Chemical,Oct,2025,2063,1923,5703618,3946816,1756802,290,2,7.18,87.9
Hazira,West,Gujarat,Helium,Healthcare,Sep,2024,2913,2763,8648190,4757205,3890985,328,9,7.6,77.08
Hyderabad,South,Telangana,Carbon Dioxide,Pharmaceutical,Mar,2022,2377,1941,4318725,2439854,1878871,205,10,7.11,91.68
Hazira,West,Gujarat,Hydrogen,Chemical,Dec,2024,3323,3266,13563698,10692700,2870998,401,8,7.75,75.12
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Sep,2025,3318,2799,5169753,3413329,1756424,60,1,9.26,94.62
Vadodara,West,Gujarat,Nitrogen,Electronics,May,2023,2376,2343,4629768,2690055,1939713,440,4,9.76,97.49
Pune,West,Maharashtra,Argon,Chemical,Jul,2025,796,762,2782824,2185019,597805,366,5,7.25,90.25
Dahej,West,Gujarat,Argon,Chemical,Apr,2023,2771,2723,7793226,5895334,1897892,186,6,7.49,93.72
Pune,West,Maharashtra,Oxygen,Chemical,Mar,2024,2454,2109,6194133,3746812,2447321,144,1,7.53,88.02
Bengaluru,South,Karnataka,Argon,Pharmaceutical,May,2022,4525,4130,11502050,7756560,3745490,306,3,8.67,83.59
Hazira,West,Gujarat,Nitrogen,Electronics,Aug,2022,1662,1450,3223350,2510297,713053,257,5,9.62,77.62
Bengaluru,South,Karnataka,Helium,Food & Beverage,Mar,2024,3417,2737,9105999,7544303,1561696,459,2,7.82,91.38
Hyderabad,South,Telangana,Nitrogen,Food & Beverage,Aug,2023,1995,1893,5226573,3532678,1693895,271,1,9.53,84.97
Jamshedpur,East,Jharkhand,Argon,Healthcare,Jan,2022,4533,3809,10192884,6244208,3948676,212,10,7.61,87.57
Jamshedpur,East,Jharkhand,Helium,Pharmaceutical,Aug,2022,3189,2900,10466100,6797338,3668762,298,5,7.5,85.89
Dahej,West,Gujarat,Helium,Healthcare,Jan,2022,2251,1921,5102176,3597490,1504686,214,4,8.43,97.96
Pune,West,Maharashtra,Hydrogen,Steel,Mar,2025,2539,2412,8386524,6679048,1707476,346,8,9.25,88.8
Jamshedpur,East,Jharkhand,Argon,Food & Beverage,Jul,2023,4695,3964,15439780,12765911,2673869,264,8,9.38,82.77
Hyderabad,South,Telangana,Argon,Pharmaceutical,Apr,2024,3484,3156,9228144,6570969,2657175,58,2,7.82,93.27
Vadodara,West,Gujarat,Nitrogen,Steel,Feb,2024,3427,3237,10517013,7030266,3486747,320,7,9.33,86.28
Bengaluru,South,Karnataka,Argon,Healthcare,Apr,2022,899,801,2097819,1449394,648425,57,1,9.27,87.0
Jamshedpur,East,Jharkhand,Nitrogen,Chemical,Oct,2024,1512,1287,3633201,2125225,1507976,265,1,8.08,96.32
Chennai,South,Tamil Nadu,Nitrogen,Steel,Jun,2025,3667,3323,9002007,5755854,3246153,94,8,8.73,90.87
Hazira,West,Gujarat,Oxygen,Pharmaceutical,Mar,2023,2374,1916,4671208,3344546,1326662,356,5,8.72,97.57
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Mar,2025,1248,1070,2651460,2205778,445682,85,6,8.01,86.79
Vadodara,West,Gujarat,Carbon Dioxide,Electronics,Dec,2023,774,633,1385004,1164882,220122,85,9,8.2,75.44
Bengaluru,South,Karnataka,Argon,Steel,Aug,2024,879,852,2884020,2026416,857604,259,1,8.37,78.42
Hazira,West,Gujarat,Hydrogen,Steel,May,2022,3158,2579,6844666,5672491,1172175,301,2,9.18,82.12
Jamshedpur,East,Jharkhand,Hydrogen,Food & Beverage,Jul,2022,4826,3918,9101514,6721468,2380046,270,7,9.38,85.0
Pune,West,Maharashtra,Hydrogen,Healthcare,Jul,2024,4516,3680,11382240,9086976,2295264,258,6,7.75,80.44
Pune,West,Maharashtra,Oxygen,Chemical,Sep,2025,1734,1577,2971068,2352328,618740,319,4,9.68,81.37
Jamshedpur,East,Jharkhand,Helium,Steel,Feb,2025,4309,3774,7068702,3928068,3140634,175,3,8.04,88.11
Chennai,South,Tamil Nadu,Argon,Steel,Aug,2023,4950,4156,7813280,5755918,2057362,489,9,8.72,81.29
Hyderabad,South,Telangana,Carbon Dioxide,Electronics,Mar,2023,1282,1231,4059838,3283637,776201,136,6,8.84,97.86
Bengaluru,South,Karnataka,Argon,Chemical,Jun,2022,1239,1046,2680898,2090468,590430,220,2,8.32,78.78
Pune,West,Maharashtra,Helium,Food & Beverage,Jun,2023,2125,2080,7943520,5970350,1973170,361,7,7.07,79.89
Bengaluru,South,Karnataka,Oxygen,Healthcare,Feb,2022,2224,2041,8172164,5821823,2350341,163,10,9.77,88.56
Bengaluru,South,Karnataka,Nitrogen,Chemical,Jan,2024,4626,3974,8389114,6977898,1411216,344,5,9.11,89.92
Vadodara,West,Gujarat,Hydrogen,Pharmaceutical,Nov,2024,1428,1251,5247945,4182406,1065539,498,1,9.49,93.41
Pune,West,Maharashtra,Argon,Food & Beverage,Apr,2023,2511,2333,5624863,4474258,1150605,406,10,7.17,77.35
Hazira,West,Gujarat,Hydrogen,Food & Beverage,Mar,2025,630,545,1438800,1172844,265956,130,6,8.68,96.51
Bengaluru,South,Karnataka,Helium,Food & Beverage,Jan,2023,1719,1582,4791878,2841063,1950815,487,2,8.95,76.21
Chennai,South,Tamil Nadu,Oxygen,Food & Beverage,Jan,2022,2496,2289,9609222,5325082,4284140,282,10,8.37,95.65
Bengaluru,South,Karnataka,Hydrogen,Chemical,Sep,2024,1689,1360,3761760,2900704,861056,407,9,7.08,92.3
Hazira,West,Gujarat,Hydrogen,Food & Beverage,Aug,2023,4069,3895,9192200,6799268,2392932,308,6,7.22,94.66
Jamshedpur,East,Jharkhand,Argon,Steel,Feb,2023,2419,2079,5661117,3639978,2021139,174,9,8.49,85.62
Hyderabad,South,Telangana,Hydrogen,Chemical,Apr,2023,3462,2867,10605033,8061495,2543538,395,10,7.46,98.06
Pune,West,Maharashtra,Helium,Chemical,Jan,2022,2485,2374,7687012,6465027,1221985,336,8,7.59,76.83
Pune,West,Maharashtra,Carbon Dioxide,Healthcare,Dec,2022,2886,2797,8444143,5497656,2946487,199,8,8.04,85.83
Pune,West,Maharashtra,Oxygen,Chemical,Feb,2024,2691,2594,8116626,4811150,3305476,230,7,9.86,81.08
Jamshedpur,East,Jharkhand,Oxygen,Steel,Jun,2023,2047,1778,7417816,5737313,1680503,238,7,8.34,89.07
Hazira,West,Gujarat,Carbon Dioxide,Chemical,Jun,2023,1768,1686,3511938,2791397,720541,178,8,8.7,75.21
Jamshedpur,East,Jharkhand,Argon,Electronics,Aug,2022,3811,3321,10404693,7169150,3235543,490,8,9.87,78.36
Pune,West,Maharashtra,Nitrogen,Food & Beverage,Nov,2025,969,877,3223852,2431071,792781,73,5,7.45,92.79
Jamshedpur,East,Jharkhand,Argon,Chemical,Apr,2025,4238,3451,14059374,10735344,3324030,397,5,9.1,79.45
Vadodara,West,Gujarat,Argon,Food & Beverage,Apr,2022,3083,2545,9159455,6710365,2449090,171,5,7.95,77.71
Pune,West,Maharashtra,Oxygen,Steel,Mar,2025,3620,3426,7071264,4742007,2329257,52,6,7.16,81.53
Hyderabad,South,Telangana,Nitrogen,Steel,Mar,2025,4575,3975,8681400,5986729,2694671,362,3,9.56,94.53
Hyderabad,South,Telangana,Helium,Electronics,Feb,2023,2542,2136,4598808,3069269,1529539,426,4,7.85,93.53
Chennai,South,Tamil Nadu,Helium,Pharmaceutical,Aug,2023,1296,1117,3084037,2481133,602904,192,4,9.45,84.07
Bengaluru,South,Karnataka,Oxygen,Healthcare,Aug,2022,2361,2003,5816712,3415880,2400832,402,8,9.49,89.8
Hazira,West,Gujarat,Carbon Dioxide,Pharmaceutical,Sep,2023,3789,3196,8574868,5926414,2648454,102,10,9.29,86.24
Pune,West,Maharashtra,Oxygen,Pharmaceutical,May,2022,4149,3440,12886240,10927741,1958499,124,9,8.4,83.78
Vadodara,West,Gujarat,Carbon Dioxide,Chemical,Apr,2022,2974,2851,11814544,9272068,2542476,211,4,9.29,92.48
Pune,West,Maharashtra,Oxygen,Chemical,Apr,2025,875,752,3094480,2181899,912581,270,10,8.22,88.8
Chennai,South,Tamil Nadu,Argon,Electronics,Mar,2023,4984,4580,13620920,9890342,3730578,498,10,9.43,96.58
Hyderabad,South,Telangana,Helium,Steel,Feb,2022,2407,2008,5702720,3767285,1935435,409,7,7.28,98.43
Vadodara,West,Gujarat,Hydrogen,Steel,Mar,2023,1292,1034,2053524,1435574,617950,487,10,8.11,77.81
Dahej,West,Gujarat,Argon,Steel,Feb,2022,1941,1894,6318384,4939417,1378967,452,8,9.8,93.18
Chennai,South,Tamil Nadu,Oxygen,Electronics,Jan,2024,3869,3136,10486784,8429669,2057115,307,6,7.76,80.0
Vadodara,West,Gujarat,Nitrogen,Pharmaceutical,Dec,2024,752,719,1369695,777820,591875,278,9,9.77,88.05
Pune,West,Maharashtra,Argon,Electronics,Feb,2023,3385,2838,6371310,5291112,1080198,64,2,7.65,75.29
Jamshedpur,East,Jharkhand,Carbon Dioxide,Food & Beverage,Sep,2022,4731,3862,8538882,4847058,3691824,108,8,9.87,98.64
Dahej,West,Gujarat,Nitrogen,Chemical,Aug,2024,4934,4127,11790839,9566772,2224067,448,6,7.39,76.27
Bengaluru,South,Karnataka,Nitrogen,Electronics,May,2025,1886,1856,5365696,3676151,1689545,160,10,7.03,77.63
Dahej,West,Gujarat,Helium,Electronics,Aug,2022,2635,2403,8931951,6690156,2241795,429,9,9.01,96.31
Bengaluru,South,Karnataka,Argon,Chemical,Feb,2024,3992,3345,13844955,7720592,6124363,58,7,8.53,78.92
Hyderabad,South,Telangana,Oxygen,Pharmaceutical,Dec,2024,3241,3001,6053017,3686806,2366211,227,6,9.82,82.14
Jamshedpur,East,Jharkhand,Oxygen,Chemical,Nov,2022,2453,2025,6228900,4906089,1322811,500,1,8.01,86.87
Chennai,South,Tamil Nadu,Argon,Steel,Nov,2024,1962,1633,5223967,4421069,802898,489,6,7.64,80.55
Chennai,South,Tamil Nadu,Nitrogen,Steel,Oct,2023,3504,3295,6342875,4588305,1754570,217,9,8.13,88.31
Hazira,West,Gujarat,Helium,Steel,Mar,2025,818,714,1723596,1240986,482610,198,2,8.71,92.67
Chennai,South,Tamil Nadu,Argon,Food & Beverage,Dec,2024,3359,2970,9322830,6197991,3124839,463,7,8.41,82.34
Chennai,South,Tamil Nadu,Nitrogen,Pharmaceutical,Oct,2025,3091,2646,9110178,5705468,3404710,455,5,9.34,92.22
Jamshedpur,East,Jharkhand,Helium,Chemical,Feb,2023,1659,1564,3537768,2492470,1045298,433,8,8.15,96.7
